start	end	text
239900	241900	数量上的要求
241900	244900	每一个家庆都要完成10万遍
244900	246900	有些是年送
246900	250900	有些是身体的磕头等等
251900	254900	这些都是有数量上的要求
254900	256900	但是大家都知道
256900	257900	大家应该知道
257900	259900	数量上的这些要求
259900	262900	不是它的终点
262900	264900	不是最重要
264900	266900	那么终点是什么呢
266900	269900	终点就是我们刚才讲的
269900	272900	凡文翻译了
272900	274900	脏语以后的Chu
274900	276900	终点就是Chu
276900	279900	改变变化
280900	282900	这个才是终点
282900	287900	我们虽然是念了很多很多的
287900	289900	规议
289900	291900	还有就是
291900	294900	菩提心的棘子
294900	296900	就念诵了很多
296900	298900	但是内心当中
298900	301900	就没有任何的变化
301900	306900	这样子我们仍然是没有慈悲心
306900	310900	仍然是没有那么的自私
310900	312900	跟过去是一样
312900	314900	这样子的话
314900	319900	我们的菩提心必须要重新修
319900	321900	大家也知道
321900	323900	我们这个无家心
323900	324900	这一生当中
324900	326900	我们并不是说
326900	329900	只修一慈一别
329900	330900	无家心
330900	334900	如果我们的人生无常
335900	337900	但是如果有时间
337900	339900	时间来得及的话
339900	341900	我们要反复的去修
341900	342900	第一遍
342900	345900	菩提心处理性各方面
345900	349900	不太大到表准的话
349900	353900	我们看第二遍的时候
353900	356900	能不能大到表准
356900	358900	第二遍不行的话
358900	360900	那就是第三遍
360900	361900	第四遍
361900	363900	然后比如说
363900	365900	我们之前也讲过了
365900	367900	比如说我们无家心里面
367900	369900	有一些做得少
369900	370900	可以
370900	371900	自己觉得可以
371900	374900	但是有一些不太满意
374900	375900	比如说
375900	376900	贵意
376900	378900	我们自己认为
378900	381900	自己做的还可以
381900	383900	不算很差
383900	384900	但是法行
384900	385900	法菩提心
385900	388900	确实是很差
388900	389900	这样子的话
389900	393900	我们虽然贵意也要修
393900	396900	但是终点就是修菩提心
396900	397900	菩提心
397900	400900	反复反复的去修
400900	402900	菩提心
402900	406900	还没有大到表准之间
406900	409900	一直都反复的去修
409900	410900	这样子
410900	413900	这些都是非常的重要
413900	415900	我们修无家心
415900	417900	修慈家心
417900	421900	并不是走一个国城
421900	423900	必须要有实质性的东西
423900	425900	那么实质性的东西
425900	427900	就是我们刚才讲的变化
427900	429900	我就是改变
429900	431900	特别的重要
431900	433900	那么我们今天
433900	435900	开始讲可的时候
435900	436900	为什么要讲这个
436900	439900	就是因为我们刚刚修完
439900	440900	菩提心
440900	443900	那么刚刚修完菩提心的话
443900	445900	那就是应该有一些
445900	447900	我相信大家的可能会
447900	452900	有一些不同程度的变化
452900	454900	这个是应该有的
454900	456900	那这个是非常的重要
456900	460900	那么首先大家法菩提心
460900	461900	然后呢
461900	463900	法了菩提心以后呢
463900	466900	我们从今天开始
466900	469900	就是修五家心
469900	473900	里面的第三个家心
473900	476900	大家知道
476900	478900	就是金刚萨朵
478900	480900	就是修金刚萨朵
480900	482900	那么修金刚萨朵的时候
482900	485900	我们绝大多数的人呢
485900	488900	已经冠了丁
488900	490900	就是冠了丁
490900	491900	那冠了丁的
491900	493900	就是已经冠了丁的
493900	497900	我们就修这个五家心
497900	500900	里面的金刚萨朵
500900	504900	我们就是今天要讲的金刚萨朵
504900	507900	然后我们师兄当中
507900	511900	有一些还没有冠过丁
511900	512900	这样的话呢
512900	513900	那也没关系
513900	515900	我们也可以修
515900	518900	之前我们江国的
518900	522900	法王如亦宝的金刚萨朵修法
522900	524900	这个简单的金刚萨朵修法
524900	527900	这个之前我们江国好几次
528900	530900	那么这个视频有
530900	531900	然后呢
531900	533900	书也有
533900	537900	大家就是先暂时修
537900	540900	这个金刚萨朵
540900	543900	然后修这个金刚萨朵呢
543900	545900	我们可以
545900	548900	念这个金刚萨朵的心中
548900	550900	就是我们把这个萨朵红
550900	551900	同时呢
551900	553900	也可以念白子明
553900	556900	白子明也可以念
556900	557900	然后呢
557900	559900	到时候我们冠了丁
559900	561900	冠了丁以后呢
561900	564900	然后就可以修这个
564900	569900	五家心里面的这个金刚萨朵的修法
569900	571900	这样子就可以了
571900	574900	我们就是分两种人
574900	577900	那么冠过丁的
577900	579900	已经冠过丁的
579900	582900	我们现在就是真实的
582900	585900	就开始修
585900	588900	五家心的第三个夹琴了
588900	592900	我们开始修第三个夹琴的时候呢
592900	594900	那我们五家心的
594900	597900	就只有五个夹琴当中的
597900	598900	然后呢
598900	599900	前面两个修完了
599900	601900	现在开始修金刚萨朵
601900	604900	那百分之五十都修
604900	606900	差不多就修完了
606900	610900	那么五家心的百分之五十都修完的话
610900	612900	那我们也得要
612900	615900	念一下我们自己的修心的结果
615900	619900	因为我们在这个五个夹琴当中啊
619900	622900	我们自己能够感觉的倒
622900	624900	或者是我们自己能够
624900	627900	这个观察倒的这个结果呢
627900	630900	主要就是前面的
630900	632900	第一个就是规矩
632900	634900	规矩我们有没有做到标准
634900	637900	这个我们自己是非常清楚的
637900	640900	然后自己可以观察
640900	642900	自己可以确定
642900	645900	最后自己有没有达到他的要求
645900	646900	然后呢
646900	647900	第二呢
647900	649900	就是普提心
649900	651900	普提心有没有做到
651900	655900	有没有修修到这个标准
655900	658900	那我们自己也就很清楚
658900	662900	这两个是我们自己非常清楚的
662900	663900	那后面的几个呢
663900	665900	比如说金刚萨朵
665900	669900	我们尽量的就按照
669900	671900	这个金刚萨朵的这个
671900	674900	修法的要求去做
674900	675900	但是呢
675900	678900	最后啊我们的这个
678900	679900	这些罪业啊
679900	680900	情境了没有
680900	683900	这个我们是没有办法看到的
683900	685900	没办法看到就不像
685900	686900	普提心啊
686900	687900	这个啊
687900	688900	规矩啊
688900	690900	还有这个一级啊
690900	692900	这个前面的这个处理心啊
692900	694900	这些都是修修修
694900	695900	修到什么样的程度啊
695900	697900	我们自己是非常清楚的
698900	699900	但是金刚萨朵呢
699900	701900	啊就不一样
701900	703900	然后在后面啊
703900	706900	啊这个啊修修曼扎拉
706900	708900	修曼扎拉的时候呢
708900	710900	也是一样啊
710900	712900	曼扎拉我们按照这个
712900	714900	曼扎拉的这个修心的方法
714900	715900	尽量的啊
715900	717900	按照他的要求去做
717900	718900	啊
718900	719900	但是呢
719900	720900	最终啊
720900	722900	我们的这个积累质量啊
722900	724900	积累到什么样的程度
724900	726900	这个我们也是没有办法看到的
726900	728900	对也是没办法看到
728900	729900	啊
729900	731900	然后在后面最后一个呢
731900	732900	啊
732900	734900	就是上师余家啊
734900	735900	当然上师余家呢
735900	737900	我们修行的时候呢
737900	738900	啊
738900	740900	我们也就会可以感觉到
740900	741900	啊
741900	742900	他的啊
742900	744900	这个结果啊
744900	745900	比如说我们啊
745900	747900	对上师的心性啊
747900	750900	或者是我们从上师余家当中啊
750900	752900	活得的啊
752900	754900	这个自己人为师啊
754900	756900	上师的加持这样子的
756900	758900	这个感受啊
758900	759900	感觉啊
759900	761900	这个是可以体会导的
761900	762900	啊
762900	763900	可以体会导
763900	764900	啊
764900	766900	但是比如说这个其中一个呢
766900	768900	我们就上师余家的时候呢
768900	769900	就是
769900	770900	磕头
770900	771900	啊
771900	772900	那么磕头
772900	774900	我们磕了十万遍啊
774900	775900	十万遍
775900	776900	那么磕了十万遍
776900	777900	这个就是
777900	779900	大到了什么样的结果呢
779900	781900	这个我们也是没有办法知道
781900	782900	啊
782900	783900	所以这个无家心当中呢
783900	784900	啊
784900	785900	后面的三个呢
785900	786900	我们啊
786900	788900	就是要尽量的啊
788900	789900	去做啊
789900	791900	尽量的去完成啊
791900	792900	尽量
792900	793900	按照这个啊
793900	795900	他的修法的要求去做啊
795900	796900	但是呢
796900	797900	我们很难看到他的啊
797900	799900	这个真正的结果啊
799900	801900	那么就是有结果
801900	803900	并且自己能够
803900	805900	感觉到的就是
805900	807900	前面的这几个了啊
807900	809900	那么我的意思就是说
809900	811900	我们现在要看啊
811900	812900	要回头看啊
812900	813900	啊
813900	815900	我们的私家心
815900	816900	就
816900	819900	到达了一个什么样的程度啊
819900	821900	这个也得要啊
821900	822900	就我们要回头啊
822900	823900	去观察啊
823900	825900	处理心
825900	826900	然后呢
826900	828900	就是归意和这个
828900	829900	不提心啊
829900	830900	这些的
830900	832900	每一个的标准啊
832900	833900	讲得非常的清楚
833900	834900	而且这些标准
834900	836900	我们根本就没有
836900	837900	不需要
837900	838900	就闻啊
838900	839900	其他人啊
839900	840900	我们自己是非常清楚
840900	841900	所以呢
841900	843900	这个前面的这几个呢
843900	844900	我们一定要
844900	845900	啊
845900	846900	达到标准啊
846900	847900	否则的话
847900	848900	后面的这些呢
848900	850900	只能尽量去做啊
850900	851900	尽量去做
851900	852900	有没有达到标准
852900	853900	就不好说啊
853900	854900	尽量去做
854900	855900	前面的呢
855900	857900	我们唯一就是啊
857900	859900	自己能够感觉到的
859900	861900	就是前面的几个修法啊
861900	862900	所以大家啊
862900	863900	一定要
863900	864900	一定要啊
864900	866900	这个人正努力
866900	868900	人正的去面对
868900	870900	尤其是
870900	872900	尤其是不提心
872900	873900	啊
873900	874900	那么这个
874900	875900	不提心呢
875900	877900	我们每一次讲课的时候
877900	878900	都已经讲了
878900	879900	很多很多遍了
879900	881900	每一次都讲啊
881900	882900	还有就是
882900	885900	专讲不提心的这样子的课
885900	887900	也是特别特别的多啊
887900	888900	专题的这样子的课
888900	889900	称呢
889900	890900	也是很多的
890900	892900	就是关于不提心的修法呀
892900	894900	还有不提心的这个
894900	895900	啊
895900	896900	功德呀
896900	897900	等等啊
897900	899900	这些都是非常非常的多
899900	900900	啊
900900	901900	那么
901900	902900	这些都很多
902900	903900	但是呢
903900	905900	如果我们自己啊
905900	907900	没有修好啊
907900	908900	没有修的修的修的
908900	910900	没有到位啊
910900	911900	就是我们刚才
911900	912900	藏语里面的这种
912900	914900	就是改变啊
914900	915900	变华啊
915900	917900	没有改变什么的话
917900	918900	那就是
918900	919900	还没有啊
919900	920900	这个大道
920900	921900	这个
921900	922900	他的
922900	923900	标准
923900	924900	所以大家
924900	925900	啊
925900	926900	我们
926900	927900	就是如果自己
927900	928900	那
928900	929900	就不太满意
929900	930900	我们自己的
930900	931900	这个修性的成果的话
931900	933900	那没关系啊
933900	934900	刚才讲过了
934900	936900	我们第一次修的时候呢
936900	937900	虽然不是
937900	938900	很
938900	939900	没有达到很满意的
939900	940900	这种程度
940900	941900	但是没关系啊
941900	942900	可以第二遍
942900	943900	啊
943900	944900	第三遍啊
944900	945900	总有一天
945900	946900	我们一定会修处
946900	947900	非常
947900	948900	标准的
948900	949900	啊
949900	950900	不提心啊
950900	951900	归一啊
951900	952900	处理心啊
952900	953900	都没问题
953900	954900	这样我们自己能够
954900	955900	努力啊
955900	956900	自己不放弃
956900	957900	全是没问题的
957900	958900	啊非常的重要
958900	959900	好
959900	960900	这些是我们之前的
960900	961900	啊
961900	962900	这个事情
962900	964900	那么接下来呢
964900	966900	就是金刚萨多的
966900	967900	这个修法
967900	968900	啊
968900	970900	那么金刚萨多的
970900	971900	这个修法呢
971900	972900	对我们来说啊
972900	974900	是非常非常
974900	976900	特别特别的重要啊
976900	978900	其实这个私家性
978900	979900	无家性里面
979900	980900	没有一个是对我们
980900	981900	不重要的
981900	982900	都很重要
982900	983900	但是呢
983900	984900	因为这个
984900	985900	无家
985900	986900	金刚萨多呢
986900	987900	特别的重要
987900	988900	啊
988900	989900	金刚萨多
989900	990900	为什么
990900	991900	特别的重要呢
991900	992900	就是有几个方面
992900	993900	啊
993900	994900	第一个呢
994900	995900	因为我们
995900	996900	啊
996900	997900	之前
997900	998900	啊
998900	999900	就遭了很多
999900	1000900	很多很多的
1000900	1001900	追过
1001900	1002900	这是肯定的
1002900	1003900	啊
1003900	1004900	从无时依赖
1004900	1005900	这些我们不说
1005900	1006900	就说这一生
1006900	1007900	啊
1007900	1008900	这一生
1008900	1009900	啊
1009900	1010900	从小
1010900	1011900	到现在
1011900	1012900	啊
1012900	1013900	这个
1013900	1014900	是追啊
1014900	1015900	是追过
1015900	1016900	是不善当中啊
1016900	1017900	这是我们
1017900	1018900	做的太多太多
1018900	1019900	太多
1019900	1020900	尤其是
1020900	1021900	比如说
1021900	1022900	杀生啊
1022900	1023900	这个方面呢
1023900	1024900	啊
1024900	1025900	我们每一个人的
1025900	1026900	这种杀生的
1026900	1027900	这种罪业
1027900	1028900	啊
1028900	1029900	非常的
1029900	1030900	严重啊
1030900	1031900	啊
1031900	1033900	从杀人啊
1033900	1034900	比如说
1034900	1035900	多太
1035900	1036900	啊
1036900	1037900	导
1037900	1038900	啊
1038900	1039900	比如说
1039900	1040900	池
1040900	1041900	啊
1041900	1042900	这些
1042900	1043900	这些
1043900	1044900	这些各种各样的
1044900	1045900	这个
1045900	1046900	啊
1046900	1047900	生命
1047900	1048900	啊
1048900	1049900	我们几乎
1049900	1050900	就是
1050900	1051900	啊
1051900	1052900	每一个人都有
1052900	1053900	成千伤亡的
1053900	1054900	这个
1054900	1055900	杀生的
1055900	1056900	追过
1056900	1057900	啊
1057900	1058900	我们平时
1058900	1059900	大家想一想啊
1059900	1060900	比如说
1060900	1061900	结婚的时候
1061900	1062900	举行一个婚宴
1062900	1063900	啊
1063900	1064900	就
1064900	1065900	一个桌子上面呢
1065900	1067900	有多少条生命
1067900	1068900	大家去
1068900	1069900	去去
1069900	1070900	关注一下
1070900	1071900	啊
1071900	1072900	除了这样的
1072900	1073900	特殊的
1073900	1074900	啊
1074900	1075900	事后
1075900	1076900	以外呢
1076900	1077900	平时在日常
1077900	1078900	啊
1078900	1079900	生活当中
1079900	1080900	我们的
1080900	1081900	很多的行为
1081900	1082900	啊
1082900	1083900	吃呀
1083900	1084900	或者是
1084900	1085900	很多其他方面的工作
1085900	1086900	都跟
1086900	1087900	啊
1087900	1088900	这个
1088900	1089900	杀生
1089900	1090900	啊
1090900	1091900	有关系
1091900	1092900	啊
1092900	1093900	虽然我们
1093900	1094900	之前
1094900	1095900	啊
1095900	1096900	很多时候
1096900	1097900	不是故意的
1097900	1098900	我们
1098900	1099900	很多时候
1099900	1100900	都因为
1101900	1102900	虽然这个
1102900	1103900	是不知道
1103900	1104900	但是呢
1104900	1105900	这个也不能说
1105900	1106900	啊
1106900	1107900	不能说没有罪过
1107900	1108900	因为尤其是
1108900	1109900	我们对于
1109900	1110900	我们现代人来说
1110900	1111900	啊
1111900	1112900	这个我们之前
1112900	1113900	也讲过
1113900	1114900	讲的特别的多
1114900	1115900	当我们
1115900	1116900	没有钱的时候
1116900	1117900	啊
1117900	1118900	大家为了钱
1118900	1119900	啊
1119900	1120900	就杀生
1120900	1121900	啊
1121900	1122900	就是无数个
1122900	1123900	啊
1123900	1124900	然后我们
1124900	1125900	就有了
1125900	1126900	一点点钱的时候呢
1126900	1127900	收力有点
1127900	1128900	钱的时候呢
1128900	1129900	啊
1129900	1130900	然后有去
1130900	1131900	这个
1131900	1132900	吃啊
1132900	1133900	这些生命
1133900	1134900	啊
1134900	1135900	那么
1135900	1136900	我们就是
1136900	1137900	每钱的时候呢
1137900	1138900	为了钱
1138900	1139900	啊
1139900	1140900	因为没有钱
1140900	1141900	啊
1141900	1142900	所以就是
1142900	1143900	去
1143900	1144900	啊
1144900	1145900	杀生
1145900	1146900	啊
1146900	1147900	就是
1147900	1148900	这个方面的
1148900	1149900	这个罪过是非常的严重
1149900	1150900	啊
1150900	1151900	然后有了钱以后呢
1151900	1152900	就是
1152900	1153900	因为我们有钱
1153900	1154900	啊
1154900	1155900	所以有去
1155900	1156900	啊
1156900	1157900	这个
1157900	1158900	造业
1158900	1159900	这个
1159900	1160900	最过
1160900	1161900	啊
1161900	1162900	更加的严重
1162900	1163900	本身这个
1163900	1164900	事不善当中啊
1164900	1165900	杀生
1165900	1166900	是最严重
1166900	1167900	啊
1167900	1168900	然后呢
1168900	1169900	我们平时
1169900	1170900	我们
1170900	1171900	的生活当中啊
1171900	1172900	经常就是
1172900	1173900	接触到的
1173900	1174900	啊
1174900	1175900	啊
1175900	1176900	这个
1176900	1177900	发生的
1177900	1178900	频率很
1178900	1179900	高
1179900	1180900	很高的
1180900	1181900	就是
1181900	1182900	啊
1182900	1183900	这个
1183900	1184900	杀生
1184900	1185900	所以呢
1185900	1186900	这个问题呢
1186900	1187900	我们
1187900	1188900	杀生呢
1188900	1190900	就不像其他的
1190900	1192900	其他的这些罪业啊
1192900	1194900	非常非常的严重啊
1194900	1195900	因为
1195900	1197900	恰恰就是最严重的
1197900	1198900	这个
1198900	1199900	这个罪业啊
1199900	1200900	就是我们平时
1200900	1201900	做的是最多的
1201900	1202900	啊
1202900	1203900	所以呢
1203900	1204900	大家
1204900	1205900	啊
1205900	1206900	一定要非常
1206900	1207900	认真的
1207900	1208900	这个
1208900	1209900	对待
1209900	1210900	特别的重要
1210900	1212900	然后除了
1212900	1214900	这个杀生以外呢
1214900	1215900	当然有很多
1215900	1216900	其他的
1216900	1217900	这个
1217900	1218900	这个罪业了
1218900	1219900	啊
1219900	1220900	其他罪业
1220900	1221900	都特别的多
1221900	1222900	但是我想
1222900	1223900	啊
1223900	1224900	对现代
1224900	1225900	啊
1225900	1226900	对现代人
1226900	1227900	尤其是对我们
1227900	1228900	这个时代的人啊
1228900	1229900	就是我们
1229900	1230900	活在一个
1230900	1231900	这样子的
1231900	1232900	环境当中的人
1232900	1233900	来说
1233900	1234900	啊
1234900	1235900	也就是我们的
1235900	1236900	现在的这种
1236900	1237900	生活的
1237900	1238900	模式
1238900	1239900	啊
1239900	1240900	去过日子的人
1240900	1241900	来说
1241900	1242900	啊
1242900	1243900	这个杀生
1243900	1244900	是很多时候
1244900	1245900	有意的
1245900	1246900	无意的
1246900	1247900	都是离不开的
1247900	1248900	那么
1248900	1249900	每一次
1249900	1250900	我们跟这个
1250900	1251900	杀生啊
1251900	1252900	发生了关系以后呢
1252900	1253900	然后
1253900	1254900	我们的
1254900	1255900	啊
1255900	1256900	这个
1256900	1257900	啊
1257900	1258900	上面
1258900	1259900	就是有非常
1259900	1260900	非常不好的记录
1260900	1261900	啊
1261900	1262900	这些
1262900	1263900	都是
1263900	1264900	这些都叫做罪过
1264900	1265900	那么我们
1265900	1266900	就把
1266900	1267900	今天我们通过
1267900	1268900	金刚撒朵的
1268900	1269900	啊
1269900	1270900	这个修法
1270900	1271900	啊
1271900	1272900	我们就把
1272900	1273900	我们的
1273900	1274900	啊
1274900	1275900	曾经啊
1275900	1276900	留下来的
1276900	1277900	这些
1277900	1278900	所有的
1278900	1279900	这些不良的
1279900	1280900	啊
1280900	1281900	记录
1281900	1282900	啊
1282900	1283900	全部都要磨掉
1283900	1284900	那
1284900	1285900	这是我们的
1285900	1286900	这个
1286900	1287900	修金刚撒朵的
1287900	1288900	这个
1288900	1289900	结果
1289900	1290900	啊
1290900	1291900	所以大家
1291900	1292900	非常的
1292900	1293900	啊
1293900	1294900	一定要
1294900	1295900	忠实
1295900	1296900	啊
1296900	1297900	因为我们的
1297900	1298900	这个
1298900	1299900	就是
1299900	1300900	就是
1300900	1301900	刚才讲的
1301900	1302900	啊
1302900	1303900	平时
1303900	1304900	我们世俗人的
1304900	1305900	啊
1305900	1306900	生活啊
1306900	1307900	都是离不开
1307900	1308900	都是离不开
1308900	1309900	各种各样的
1309900	1310900	这个
1310900	1311900	罪业
1311900	1312900	啊
1312900	1313900	但是呢
1313900	1314900	尤其是
1314900	1315900	杀生啊
1315900	1316900	这个是
1316900	1317900	对我们来说是
1317900	1318900	非常的
1318900	1319900	严重啊
1319900	1320900	所以
1320900	1321900	大家一定要
1321900	1322900	这个
1322900	1323900	忠实
1323900	1324900	啊
1324900	1325900	这是一方面
1325900	1326900	那
1326900	1327900	另外一个方面呢
1327900	1328900	啊
1328900	1329900	如果我们
1329900	1330900	这种
1330900	1331900	啊
1331900	1332900	啊
1332900	1333900	的话
1333900	1334900	那
1334900	1335900	首先
1335900	1336900	第一个呢
1336900	1337900	他对我们的
1337900	1338900	这个
1338900	1339900	真物啊
1339900	1340900	真物
1340900	1341900	是有很大的
1341900	1342900	做爱
1342900	1343900	啊
1343900	1344900	很大的
1344900	1345900	做爱
1345900	1346900	啊
1346900	1347900	这个
1347900	1348900	罪国呢
1348900	1349900	啊
1349900	1350900	就是
1350900	1351900	啊
1351900	1352900	真物的
1352900	1353900	啊
1353900	1354900	真物的
1354900	1355900	最大的障碍
1355900	1356900	啊
1356900	1357900	最大的障碍
1357900	1358900	啊
1358900	1359900	如果
1359900	1360900	在我们的
1360900	1361900	任何一个
1361900	1362900	啊
1362900	1363900	这个
1363900	1364900	修心的
1364900	1365900	环节上
1365900	1366900	啊
1366900	1367900	他
1367900	1368900	就会
1368900	1369900	受到他的
1369900	1370900	这个
1370900	1371900	做爱
1371900	1372900	啊
1372900	1373900	比如说
1373900	1374900	我们
1374900	1375900	学习的时候啊
1375900	1376900	你
1376900	1377900	学习
1377900	1378900	文思
1378900	1379900	啊
1379900	1380900	这么简单的
1380900	1381900	这个
1381900	1382900	这个
1382900	1383900	这个东西啊
1383900	1384900	那就是
1384900	1385900	如果是
1385900	1386900	这个
1386900	1387900	罪业
1387900	1388900	非常
1388900	1389900	这里面在
1389900	1390900	讲什么
1390900	1391900	根本就不知道
1391900	1392900	啊
1392900	1393900	然后
1393900	1394900	我们在
1394900	1395900	试书的
1395900	1396900	这些
1396900	1397900	这些事情上面呢
1397900	1398900	特别的
1398900	1399900	聪明啊
1399900	1400900	特别的聪明
1400900	1401900	啊
1401900	1402900	但是呢
1402900	1403900	就是这个
1403900	1404900	就是就是
1404900	1405900	就是这个
1405900	1406900	学佛
1406900	1407900	啊
1407900	1408900	这些方面呢
1408900	1409900	我们的
1409900	1410900	理解
1410900	1411900	啊
1411900	1412900	是
1412900	1413900	非常的
1413900	1414900	有限
1414900	1415900	啊
1415900	1416900	然后对
1416900	1417900	发义的
1417900	1418900	在
1418900	1419900	在讲什么
1419900	1420900	这是什么
1420900	1421900	原因呢
1421900	1422900	我们很多人认为
1422900	1423900	自己笨啊
1423900	1424900	实际上
1424900	1425900	也不笨啊
1425900	1426900	就是像我们在
1426900	1427900	试书的这些
1427900	1428900	淋雨当中
1428900	1429900	不笨啊
1429900	1431900	这个时候很聪明啊
1431900	1432900	为什么就是偏偏
1432900	1433900	啊
1433900	1434900	学佛的时候
1434900	1435900	本呢
1435900	1436900	那就是
1436900	1437900	主要的原因
1437900	1438900	啊
1438900	1439900	第一个
1439900	1440900	就是
1440900	1441900	就是因为罪业
1441900	1442900	啊
1442900	1443900	罪业深重
1443900	1444900	所以我们
1444900	1445900	啊
1445900	1446900	这个
1446900	1447900	受到了
1447900	1448900	他的影响
1448900	1449900	这是一个
1449900	1450900	另外一个
1450900	1451900	比如说
1451900	1452900	我们大左的时候
1452900	1453900	啊
1453900	1454900	大左的时候
1454900	1455900	然后
1455900	1456900	就
1456900	1457900	不是
1457900	1458900	啊
1458900	1459900	不是浑撑
1459900	1460900	啊
1460900	1461900	就是三卵
1461900	1462900	啊
1462900	1463900	然后根本就
1463900	1464900	没有办法
1464900	1465900	进下来
1465900	1466900	啊
1466900	1467900	那么这个呢
1467900	1468900	啊
1468900	1469900	也是跟
1469900	1470900	啊
1470900	1471900	罪国
1471900	1472900	是有
1472900	1473900	有关系的
1473900	1474900	啊
1474900	1475900	当然
1475900	1476900	罪国
1476900	1477900	啊
1477900	1478900	也并不是说
1478900	1479900	所有的浑撑
1479900	1480900	啊
1480900	1481900	都跟这个
1481900	1482900	罪国有关系啊
1482900	1483900	啊
1483900	1484900	实际上也
1484900	1485900	不是
1485900	1486900	啊
1486900	1487900	因为我们之前
1487900	1488900	都讲过了
1488900	1489900	我们
1489900	1490900	任何一个人
1490900	1491900	啊
1491900	1492900	就是开始
1492900	1493900	刚刚开始修行的时候呢
1493900	1494900	修这个
1494900	1495900	产定的时候呢
1495900	1496900	啊
1496900	1497900	就是很多
1497900	1498900	很多的
1498900	1499900	三卵
1499900	1500900	啊
1500900	1501900	就是很多很多的
1501900	1502900	这个浑撑
1502900	1503900	这个
1503900	1504900	还属于
1504900	1505900	什么呢
1505900	1506900	就是一直
1506900	1507900	就是这么
1507900	1508900	啊
1508900	1509900	念夫一年
1509900	1510900	啊
1510900	1511900	每一次大作
1511900	1512900	都是这样子
1512900	1513900	没有什么
1513900	1514900	啊
1514900	1515900	这个
1515900	1516900	进步
1516900	1517900	没有进步
1517900	1518900	每一次都是这样
1518900	1519900	今年
1519900	1520900	明年啊
1520900	1521900	就是
1521900	1522900	都是一样
1522900	1523900	没有什么
1523900	1524900	啊
1524900	1525900	每一次大作的时候
1525900	1526900	就这么
1526900	1527900	啊
1527900	1528900	啊
1528900	1529900	啊
1529900	1530900	啊
1530900	1531900	早高
1531900	1532900	那这样的话
1532900	1533900	那这个就是
1533900	1534900	两个啊
1534900	1535900	原因
1535900	1536900	其中一个呢
1536900	1537900	只是我们的
1537900	1538900	啊
1538900	1539900	这个追国
1539900	1540900	啊
1540900	1541900	很深重
1541900	1542900	嗯
1542900	1543900	追也很深重
1543900	1544900	啊
1544900	1545900	另外一个就是
1545900	1546900	对佛法
1546900	1547900	对上师
1547900	1548900	对法
1548900	1549900	没有心心
1549900	1550900	没有心心的话呢
1550900	1551900	那也就不会有什么
1551900	1552900	特别的
1552900	1553900	啊
1553900	1554900	这种干处
1554900	1555900	啊
1555900	1556900	只是
1556900	1557900	啊
1557900	1558900	能够学到一些
1558900	1559900	啊
1559900	1560900	这个
1560900	1561900	字面上的
1561900	1562900	啊
1562900	1563900	啊
1563900	1564900	很好的这种
1564900	1565900	感觉感受
1565900	1566900	啊
1566900	1567900	就这两个
1567900	1568900	啊
1568900	1569900	出现这两个的原因呢
1569900	1570900	主要
1570900	1571900	啊
1571900	1572900	主要的就是
1572900	1573900	因为我们的
