start	end	text
676600	679600	像生气刺激和圆满刺激
679600	681600	还要重要
681600	682600	为什么呢
682600	684600	因为生气刺激的话呢
684600	687600	他是一个非常非常殊胜的修法
687600	688600	但是呢
688600	692600	就是他本身不能让我们直接接受
692600	693600	其他的法
693600	695600	在这个基础上进一步修
695600	696600	其他法
696600	697600	才能够真无
697600	699600	才能够走向接统
699600	701600	然后圆满刺激
701600	702600	也是这样子
702600	704600	圆满刺激最终也得要这个真无
704600	706600	如果不真无的话呢
706600	708600	那修了圆满刺激
708600	710600	也没有太大的这个用处
710600	712600	所以愿生气刺激
712600	713600	圆满刺激
713600	715600	这些所有的这些
715600	717600	密法里面的
717600	719600	听起来就非常非常
719600	721600	搞大上的这些修法呢
721600	722600	实际上最后呢
722600	724600	要真无的话
724600	725600	还是要考其他的
725600	728600	考其他的方法来真无
728600	730600	但是就唯一的
730600	733600	这个上市瑜伽
733600	735600	他就不需要考其他的方法
735600	736600	就是直接
736600	739600	通过上市瑜伽的修法
739600	741600	直接就可以真无
741600	743600	如果我们的
743600	746600	这个前面的这些加薪
746600	749600	做得很扎实
749600	751600	这样子的话呢
751600	753600	这是上市瑜伽
753600	756600	完全让我们能够真无
756600	758600	然后
758600	759600	上市瑜伽
759600	760600	虽然
760600	762600	这个是属于
762600	764600	前心的修法
764600	765600	但是
765600	767600	实际上呢
767600	768600	它就是一个
768600	769600	真心里面的
769600	771600	它不仅仅是真心的修法
771600	772600	而且
772600	773600	真心当中的
773600	777600	非常非常重要的修法
777600	779600	就是我们前面讲的
779600	780600	这些五个加薪
780600	781600	四个加薪
781600	783600	全部做得很扎实
783600	785600	然后呢
785600	787600	上市瑜伽修得
787600	789600	特别好
789600	791600	在这个基础上
791600	793600	比如说我们
793600	794600	前段时间
794600	796600	讲的这些大膜的
796600	797600	这些发
797600	798600	尤其是后面讲的
798600	799600	大膜的
799600	801600	法的一个
801600	803600	具体修新的方法
803600	805600	那么通过这个方法
805600	807600	完全是可以真无的
807600	809600	如果上市瑜伽修得好
809600	811600	我们对上市
811600	813600	有足够的心心
813600	815600	然后就是
815600	816600	祈祷上市
816600	819600	祈亲上市的加持
819600	821600	这样子的话呢
821600	823600	就是通过我们之前讲的
823600	825600	大膜的修法
825600	826600	靠这个修法都是
826600	829600	完全是可以真无的
829600	831600	可以真无的
831600	834600	如果我们的加薪修得不扎实
834600	836600	上市瑜伽修得也不好
836600	838600	这样子的话呢
838600	840600	我们直接去听
840600	842600	最最最殊升的
842600	844600	大原本的真心的法
844600	846600	也不能
846600	847600	证物
847600	849600	因为大原本的真心的法
849600	850600	是非常的好
850600	851600	但是因为我们自己
851600	852600	根几不成熟
852600	854600	所以是没有拥有的
854600	856600	所以就是我们以后
856600	858600	能不能证物
858600	859600	能不能证物
859600	861600	全靠我们
861600	862600	之前的这些
862600	864600	所有的一系列的修法
864600	866600	尤其是上市瑜伽的修法
866600	869600	特别的重要
869600	871600	大家一定要高度忠视
871600	872600	然后呢
872600	873600	大家也看
873600	875600	我刚才讲的这些
875600	876600	属
876600	877600	要约度
877600	878600	因为这些里面
878600	879600	讲了很多很多的
879600	881600	上市瑜伽的
881600	883600	重要性
883600	885600	特别的重要
885600	887600	然后我们
887600	889600	上市瑜伽的
889600	891600	前提的条件
891600	892600	然后呢
892600	893600	我们对上市
893600	895600	要有足够的
895600	897600	这个形式
897600	898600	足够的形式
898600	899600	是什么样子
899600	901600	因为密法里面
901600	903600	上市非常的关键
903600	905600	特别的这个重要
905600	907600	也非常的强调
907600	910600	上市对上市的这个形式
910600	911600	对上市的形式
911600	913600	和对法的
913600	914600	这个形式
914600	916600	那么这两个是
916600	918600	我们以后
918600	920600	证物在这个上面
920600	922600	起到关键作用的
922600	923600	两个
923600	925600	这个相当的重要
925600	927600	如果是我们对上市
927600	928600	没有足够的信心
928600	929600	对法
929600	931600	没有足够信心的话
931600	932600	那么我们之前的
932600	934600	全部都修完了
934600	935600	然后呢
935600	936600	后面的这个
936600	938600	这个法密法的课程呢
938600	939600	也停了
939600	941600	但是听了以后呢
941600	942600	还是
942600	944600	没有证物
944600	945600	没有证物
945600	947600	也没有什么感觉
947600	948600	这样子的话呢
948600	950600	这个问题在那里呢
950600	951600	那问题肯定是
951600	954600	我们加薪没有修好
954600	955600	尤其是这个
955600	956600	金刚撒多的
956600	957600	禅飞的法
957600	959600	可能是没有修好
959600	960600	那么这个
960600	961600	我们上一次也
961600	962600	就给大家讲过了
962600	963600	就是
963600	965600	包括这个禅宗
965600	966600	都是这样子
966600	968600	韩山大师的
968600	970600	他的
970600	972600	这个
972600	974600	法当中呢
974600	976600	我们前一天
976600	977600	前段时间呢
977600	979600	也应用了一部分
979600	980600	他不是说了吗
980600	981600	如果是我们这个社会
981600	982600	通过禅宗的法
982600	983600	不能
983600	985600	证物
985600	986600	这个证物的话呢
986600	987600	那就要去干什么呢
987600	989600	那就要去离佛
989600	991600	离佛不就是磕头吗
991600	992600	离佛呀
992600	993600	禅飞呀
993600	994600	那禅飞不就是
994600	995600	我们无家心当中的
995600	997600	这个金刚撒多的修法吗
997600	998600	禅飞呀
998600	999600	然后就是
999600	1001600	松静
1001600	1002600	那这个
1002600	1003600	我们这个无家心当中
1003600	1004600	有很多很多的州啊
1004600	1006600	还有很多的这个金
1006600	1008600	要粘
1008600	1010600	那禅宗也就是要
1010600	1011600	这个
1011600	1013600	靠这些方法
1013600	1014600	所以我们
1014600	1015600	不管是
1015600	1016600	修禅宗也好
1016600	1017600	修大圆满也好
1017600	1018600	什么也好
1018600	1020600	那最后能不能这个
1020600	1021600	证物呢
1021600	1022600	全靠
1022600	1023600	这个
1023600	1025600	这个上市瑜伽的修法
1025600	1027600	虽然这个
1027600	1028600	这个禅宗里面呢
1028600	1029600	没有讲这个
1029600	1030600	上市瑜伽这样子的说法
1030600	1031600	但是呢
1031600	1033600	我们之前的这些修法呢
1033600	1034600	也都需要的
1034600	1035600	都需要
1035600	1036600	那也就是要
1036600	1037600	依靠
1037600	1039600	佛的力量
1039600	1040600	七清佛
1040600	1041600	七清这个
1041600	1042600	这个
1042600	1044600	所有的这些
1044600	1046600	这个传承的这个
1046600	1047600	啊
1047600	1048600	啊
1048600	1049600	那么这些都是
1049600	1050600	都是都是需要的
1050600	1051600	所以我们这个
1051600	1052600	这个密法里面呢
1052600	1053600	尤其是这个
1053600	1054600	啊
1054600	1055600	强调
1055600	1056600	对上市的这个
1056600	1057600	信心
1057600	1058600	特别的重要
1058600	1059600	然后呢
1059600	1060600	我们之前呢
1060600	1061600	讲过了
1061600	1062600	比如说
1062600	1063600	前面讲这个
1063600	1064600	五家星之前呢
1064600	1065600	我们讲过了
1065600	1066600	这个
1066600	1067600	依靠上市啊
1067600	1068600	依靠上市
1068600	1069600	那么这个当中呢
1069600	1070600	啊
1070600	1071600	已经讲过了
1071600	1072600	啊
1072600	1073600	大家也应该是清楚的
1073600	1074600	啊
1074600	1075600	还有我们往回去
1075600	1076600	啊
1076600	1077600	对渡啊
1077600	1078600	那个
1078600	1079600	上市
1079600	1080600	依靠上市
1080600	1081600	的时候
1081600	1082600	啊
1082600	1083600	我们讲的这些
1083600	1084600	内容啊
1084600	1085600	还有就是
1085600	1086600	比如说我们前面讲的
1086600	1087600	大原本的前心啊
1087600	1088600	啊
1088600	1089600	这些都
1089600	1090600	非常非常多啊
1090600	1091600	这个
1091600	1092600	依靠上市
1092600	1093600	和上市的这些功德
1093600	1094600	然后呢
1094600	1095600	不仅仅是这些
1095600	1096600	密法的这个
1096600	1097600	这个
1097600	1098600	这个
1098600	1099600	啊
1099600	1100600	这些引导文啊
1100600	1101600	还有就是
1101600	1102600	比如说像
1102600	1103600	啊
1103600	1104600	还有就是这个
1104600	1105600	啊
1105600	1106600	啊
1106600	1107600	这个博尔
1107600	1108600	博尔
1108600	1109600	啊
1109600	1110600	啊
1110600	1111600	啊
1111600	1112600	啊
1112600	1113600	啊
1113600	1114600	等等
1114600	1115600	那么这些当中呢
1115600	1116600	都有讲
1116600	1117600	这个大称佛教的
1117600	1118600	这个上市的
1118600	1119600	强调
1119600	1120600	所以我们
1120600	1121600	在这个时候呢
1121600	1123600	对上市的这个心心是
1123600	1124600	相当的这个
1124600	1125600	重要
1125600	1126600	啊
1126600	1127600	相当相当的重要
1127600	1128600	那么我们
1128600	1129600	我们
1129600	1130600	这一次我们
1130600	1132600	这个修上市瑜伽的时候啊
1132600	1134600	我们要修的上市
1134600	1135600	上市上市
1135600	1136600	主要是这的是谁呢
1136600	1137600	就是
1137600	1138600	法王如一宝
1138600	1139600	啊
1139600	1140600	使我们
1140600	1142600	所有所有的人的啊
1142600	1143600	这个上市
1143600	1145600	我们讲的这个上市啊
1145600	1147600	是法王如一宝
1147600	1148600	然后呢
1148600	1150600	主要是法王如一宝啊
1150600	1151600	还有呢
1151600	1152600	我们每一个人都有
1152600	1153600	不同的这个上市
1153600	1154600	啊
1154600	1155600	所有的上市啊
1155600	1156600	都一样啊
1156600	1157600	我们所有的
1157600	1158600	把自己的真正的
1158600	1159600	这些上市啊
1159600	1160600	关键顶的
1160600	1161600	穿过发的
1161600	1163600	所有的上市啊
1163600	1165600	都是关相为一替啊
1165600	1167600	这个时候就不分别
1167600	1168600	所有上市
1168600	1169600	关相为一替
1169600	1171600	但是主要的这个
1171600	1172600	上市呢
1172600	1173600	因为
1173600	1174600	我们这个
1174600	1175600	作为啊
1175600	1176600	这个
1176600	1177600	关相啊
1177600	1179600	这个法王如一宝啊
1179600	1180600	这样子的话呢
1180600	1182600	是最最最
1182600	1183600	容易征服啊
1183600	1184600	因为我们
1184600	1185600	可能是
1185600	1187600	我们这个
1187600	1189600	见过法王如一宝的
1189600	1190600	或者是这个
1190600	1192600	在法王如一宝啊
1192600	1193600	啊
1193600	1194600	就是亲自关过顶的
1194600	1196600	或者穿过发的
1196600	1197600	可能也不是很多
1197600	1198600	啊
1198600	1199600	但是呢
1199600	1200600	我今天讲的呢
1200600	1201600	这些都是
1201600	1202600	法王如一宝啊
1202600	1203600	穿下来的
1203600	1204600	啊
1204600	1205600	比如说我们
1205600	1206600	这些修
1206600	1208600	师兄们修行人
1208600	1209600	跟这个
1209600	1210600	法王如一宝啊
1210600	1211600	这个中间呢
1211600	1212600	啊
1212600	1213600	就是我们几个人呢
1213600	1215600	就割了这么一袋啊
1215600	1216600	那么没有其他
1216600	1217600	没有没有没有
1217600	1218600	割很多很多袋
1218600	1219600	啊
1219600	1220600	所以这个
1220600	1221600	一袋一袋的
1221600	1222600	这些上市的这个
1222600	1223600	加持呢
1223600	1224600	啊
1224600	1225600	就是也是比较
1225600	1226600	啊
1226600	1227600	就是离我们也比较近
1227600	1228600	啊
1228600	1229600	啊
1229600	1230600	实际上就是
1230600	1231600	诸佛菩萨的这个
1231600	1232600	这个加持呢
1232600	1233600	也没有什么
1233600	1234600	啊
1234600	1235600	只要自己有
1235600	1237600	祖国的心形的话呢
1237600	1238600	啊
1238600	1239600	佛的加持
1239600	1240600	菩萨的加持
1240600	1241600	我们任何时候啊
1241600	1242600	啊
1242600	1243600	都可以
1243600	1244600	都可以感觉得到
1244600	1245600	啊
1245600	1246600	感觉到
1246600	1247600	但是呢
1247600	1248600	这个传承呢
1248600	1249600	啊
1249600	1250600	越近啊
1250600	1251600	也是越好的啊
1251600	1252600	越近是越好的
1252600	1253600	所以
1253600	1254600	离我们也很近
1254600	1255600	啊
1255600	1256600	各方面的条件
1256600	1257600	都是这个
1257600	1258600	举北的
1258600	1259600	然后
1259600	1260600	密法里面呢
1260600	1261600	就讲这个
1261600	1262600	事是如佛
1262600	1263600	要把上师
1263600	1264600	当作佛一样的
1264600	1265600	啊
1265600	1266600	那么这个
1266600	1267600	我们之前呢
1267600	1268600	也讲过啊
1268600	1269600	就是以前讲这个
1269600	1271600	意志上师的时候呢
1271600	1272600	啊
1272600	1273600	也讲过啊
1273600	1274600	我们怎么样
1274600	1275600	去立结啊
1275600	1276600	这个
1276600	1277600	事是如佛啊
1277600	1278600	啊
1278600	1280600	难道所有的这个上师啊
1280600	1282600	他们都是真正是这个佛吗
1282600	1283600	啊
1283600	1284600	那是不是
1284600	1285600	我们还有什么
1285600	1286600	其他的意义啊
1286600	1288600	这个我们之前也讲过啊
1288600	1289600	那么这个
1289600	1290600	当中呢
1290600	1291600	比如说
1291600	1292600	这样子的这个
1292600	1293600	上师呢
1293600	1294600	啊
1294600	1295600	那么他是真正的这个
1295600	1296600	佛
1296600	1297600	他是真正的佛的
1297600	1298600	华生啊
1298600	1299600	啊
1299600	1300600	我们要可以这样子
1300600	1301600	理解
1301600	1302600	比如说
1302600	1303600	佛
1303600	1304600	释迦牟尼佛的这个
1304600	1306600	真正的一个华生啊
1306600	1307600	本体是一模一样
1307600	1308600	一个
1308600	1309600	稍微有一点点
1309600	1310600	不同的心事
1310600	1312600	以不同的心事
1312600	1313600	出现
1313600	1314600	啊
1314600	1315600	来读华
1315600	1316600	不同根基的这个
1316600	1317600	终生的
1317600	1318600	另外一尊佛呢
1318600	1319600	就是练华上大师
1319600	1320600	啊
1320600	1321600	练华上大师的
1321600	1322600	无数的这个
1322600	1323600	不同的这个
1323600	1324600	华生
1324600	1325600	啊
1325600	1326600	当中呢
1326600	1327600	就法王如一宝
1327600	1328600	啊
1328600	1329600	实际上就是
1329600	1330600	像法王如一宝
1330600	1331600	这样子呢
1331600	1332600	不仅仅是
1332600	1333600	练华上大师的华生
1333600	1334600	直接就是想
1334600	1335600	不陷往如来
1335600	1336600	啊
1336600	1338600	释迦牟尼佛的华生
1338600	1339600	啊
1339600	1340600	那我们比如说
1340600	1341600	像我们这样子的
1341600	1342600	这个
1342600	1343600	就是
1343600	1344600	佛宝
1344600	1345600	或者是根基都
1345600	1346600	不是特别特别的
1346600	1347600	啊
1347600	1348600	这个
1348600	1349600	好的人
1349600	1350600	啊
1350600	1351600	见到佛
1351600	1352600	就是这样子的
1352600	1353600	啊
1353600	1354600	就是这样子
1354600	1355600	那么
1355600	1356600	这就是
1356600	1357600	真正意义上的
1357600	1358600	啊
1358600	1359600	实事如佛
1359600	1360600	啊
1360600	1361600	这个就是
1361600	1362600	完全当作
1362600	1363600	佛来看
1363600	1364600	是完全是没有问题的
1364600	1365600	啊
1365600	1366600	这是一个
1366600	1367600	我们之前也讲过
1367600	1368600	啊
1368600	1369600	有些上师呢
1369600	1370600	他真的是佛
1370600	1371600	啊
1371600	1372600	佛的华生
1372600	1373600	啊
1373600	1374600	但是呢
1374600	1375600	他为什么不是
1375600	1376600	像释迦牟尼佛
1376600	1377600	这样子呢
1377600	1378600	那不一定
1378600	1379600	在这个贪臣当中呢
1379600	1381600	也有些是将像
1381600	1382600	佛陀这样子的
1382600	1383600	这个形象
1383600	1384600	啊
1384600	1385600	以这样子的形象
1385600	1386600	出现
1386600	1387600	啊
1387600	1388600	有些呢
1388600	1389600	啊
1389600	1390600	就是
1390600	1391600	以菩萨
1391600	1392600	像这个
1392600	1393600	啊
1393600	1394600	啊
1394600	1395600	这个
1395600	1396600	还有其他的这个菩萨
1396600	1397600	啊
1397600	1398600	以这样子的
1398600	1399600	心事
1399600	1400600	出现
1400600	1401600	那么
1401600	1402600	有些
1402600	1403600	这个
1403600	1404600	这个人的
1404600	1405600	前面呢
1405600	1406600	啊
1406600	1407600	就是
1407600	1408600	人啊
1408600	1409600	或者上师
1409600	1410600	啊
1410600	1411600	这样子的这个
1411600	1412600	形象
1412600	1413600	啊
1413600	1414600	出现
1414600	1415600	啊
1415600	1416600	当时佛陀远记的时候呢
1416600	1417600	啊
1417600	1418600	因为那个时候呢
1418600	1419600	就是
1419600	1420600	阿南啊
1420600	1421600	就是特别的
1421600	1422600	难过啊
1422600	1423600	阿南特别难过
1423600	1424600	那那个时候
1424600	1425600	佛陀也就是
1425600	1426600	告诉我啊
1426600	1427600	你不要
1427600	1428600	不需要这个
1428600	1429600	这么难过
1429600	1430600	啊
1430600	1431600	因为我
1431600	1432600	远记了以后呢
1432600	1433600	我一定会出来的
1433600	1434600	我出来的时候呢
1434600	1435600	我以
1435600	1436600	善之识的
1436600	1437600	啊
1437600	1438600	出现
1438600	1439600	以善之识的心事
1439600	1440600	出现
1440600	1441600	那么
1441600	1442600	这个先宗里面呢
1442600	1443600	啊
1443600	1444600	也有的
1444600	1445600	所以
1445600	1446600	就是像
1446600	1447600	法王瑞胞
1447600	1448600	啊
1448600	1449600	还有很多
1449600	1450600	很多的
1450600	1451600	这样子的
1451600	1452600	这个上师呢
1452600	1453600	他是真正的佛
1453600	1454600	啊
1454600	1455600	他是真正佛
1455600	1456600	真正的佛
1456600	1457600	我们见到
1457600	1458600	一个真正的佛的话
1458600	1459600	是个什么样子呢
1459600	1460600	就是这样子的
1460600	1461600	啊
1461600	1462600	我们看到的佛
1462600	1463600	就是这样子的
1463600	1464600	当时这个
1464600	1465600	两千五百多年啊
1465600	1466600	是这样子
1466600	1467600	所以
1467600	1468600	佛有很多
1468600	1469600	很多不同的
1469600	1470600	这个形象
1470600	1471600	那么有些是
1471600	1472600	粉鲁啊
1472600	1473600	有些就是激进的
1473600	1474600	啊
1474600	1475600	有些是这个
1475600	1476600	人的形象
1476600	1477600	有些是这个
1477600	1478600	像天人啊
1478600	1479600	像神仙啊
1479600	1480600	啊
1480600	1481600	这样子的这个形象
1481600	1482600	那不管
1482600	1483600	他是什么样的形象
1483600	1484600	实际上呢
1484600	1485600	啊
1485600	1486600	就是跟
1486600	1487600	他的这个
1487600	1488600	啊
1488600	1489600	觉悟啊
1489600	1490600	是没有什么高下的
1490600	1491600	啊
1491600	1492600	都是
1492600	1493600	像这样子
1493600	1494600	是真正的这个佛
1494600	1495600	这边可以当作
1495600	1496600	真正的佛来看
1496600	1498600	一点都没问题啊
1498600	1499600	那么有一部分人
1499600	1500600	有一部分上师
1500600	1501600	就是这样子
1501600	1502600	法王如一宝
1502600	1503600	就是这样子
1503600	1504600	所以我们
1504600	1505600	啊
1505600	1507600	修上师瑜伽的时候啊
1507600	1508600	还有任何以后
1508600	1509600	啊
1509600	1510600	修这个上师的时候呢
1510600	1511600	那我们就是
1511600	1512600	观想这个
1512600	1513600	法王如一宝
1513600	1514600	这个就是
1514600	1515600	离我们
1515600	1516600	最近的
1516600	1517600	一个真正的佛
1517600	1518600	离我们
1518600	1519600	最近的真正的佛
1519600	1520600	所以我们
1520600	1521600	通过这个
1521600	1522600	上师瑜伽
1522600	1523600	要活的一个
1523600	1524600	啊
1524600	1525600	这个价值
1525600	1526600	开无
1526600	1527600	那这样子的话
1527600	1528600	这是
1528600	1529600	最最最好的
1529600	1530600	最假的啊
1530600	1531600	选择
1531600	1532600	啊
1532600	1533600	这就是最假的选择
1533600	1535600	这是一个
1535600	1536600	那另外一个呢
1536600	1537600	比如说
1537600	1538600	我们之前也讲过
1538600	1539600	啊
1539600	1540600	事实如佛
1540600	1541600	还有一层意思
1541600	1542600	啊
1542600	1543600	还有一层意思是什么呢
1543600	1544600	比如说
1544600	1545600	实际上
1545600	1546600	啊
1546600	1547600	不是佛
1547600	1548600	啊
1548600	1549600	比如说
1549600	1550600	这个上师
1550600	1551600	他实际上还不是佛
1551600	1552600	啊
1552600	1553600	实际上
1553600	1554600	都不是
1554600	1555600	这是一个
1555600	1556600	反腐
1556600	1557600	有可能
1557600	1558600	啊
1558600	1559600	反腐当中呢
